ETC_20150317_000001	ケッピー
ETC_20160128_020041	トークン:7日[プレゼント]
ETC_20160128_020042	右クリックで使用でき、サーバー内の全キャラクターに使用時から7日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020043	右クリックでい使用すると、キャラクターに1時間効果が適用されます。{nl} - キャラクター接続時のみ時間が経過します。{nl}[経験の書効果]{nl} - モンスター撃退時、獲得経験値 +30%アップ{nl}(ネットカフェ特典、トークン効果と重複可能){nl}(経験値カードには適用なし){nl} - スタミナ回復量2倍アップ
ETC_20160128_020044	右クリックで使用でき、サーバー内の全キャラクターに使用時から5日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020045	右クリックで使用でき、サーバー内の全キャラクターに使用時から1日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020046	トークン:3時間[プレゼント]
ETC_20160128_020047	右クリックで使用でき、サーバー内の全キャラクターに使用時から3時間特典が適用されます。.{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020048	トークン:6時間[プレゼント]
ETC_20160128_020049	右クリックで使用でき、サーバー内の全キャラクターに使用時から6時間特典が適用されます。.{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020050	トークン:12時間[プレゼント]
ETC_20160128_020051	右クリックで使用でき、サーバー内の全キャラクターに使用時から12時間特典が適用されます。.{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - 経験値 20%アップ{nl}- プレミアムジェスチャー使用可能
ETC_20160128_020052	トークン:3日[プレゼント]
ETC_20160128_020053	右クリックで使用でき、サーバー内の全キャラクターに使用時から3日間特典が適用されます。{nl}[トークン効果]{nl} - 特性スキル2種同時修練可能{nl} - マーケット販売手数料割引(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数 5個{nl} - キャラクター移動速度 +3アップ{nl} - モンスター撃退時、経験値 +20%アップ{nl}(ネットカフェ特典、経験の書の効果と重複可能){nl} - プレミアムジェスチャー使用可能
ETC_20160128_020054	スキル初期化ポーション
ETC_20160128_020055	使用したスキルポイントを初期化します。
ETC_20160128_020056	インスタンスダンジョン回数初期化券
ETC_20160128_020057	使用すると、インスタンスダンジョンと依頼所ミッションの入場回数が初期化されます。
ETC_20160128_020058	10 TP[プレゼント]
ETC_20160128_020059	使用すると、10 TPを獲得します。
ETC_20160128_020060	緊急修理キット
ETC_20160128_020061	使用すると、着用している装備の耐久度が+5回復します。
ETC_20160128_020062	50 TP[プレゼント]
ETC_20160128_020063	使用すると、50 TPを獲得します。
ETC_20160128_020064	ルーンキャスター
ETC_20160128_020065	ルーンキャスターは魔力が宿った古代文字を使用するウィザードです。文字の力を引き出すのには時間がかかりますが、その威力はとても強力です。
ETC_20160128_020066	チャプレン
ETC_20160128_020067	チャプレンは戦闘に参加した仲間を聖なる力で祝福する従軍牧師クラスです。高い水準に達した上級プリーストだけがチャプレンの役割を遂行することができます。
ETC_20160128_020068	ヌオダイのロンド
ETC_20160128_020069	ヌオダイのヌウォート
ETC_20160128_020070	サイコロ2
ETC_20160128_020071	オルシャの住民(男)14_1
ETC_20160128_020072	オルシャの住民(男)14_2
ETC_20160128_020073	シカリオス移動装置
ETC_20160128_020074	汚染された水筒
ETC_20160128_020075	シールド装置
ETC_20160128_020076	レッサーパンダ
ETC_20160128_020077	チャプレンマスターについて尋ねる
ETC_20160128_020078	シノビアイテム使用
ETC_20160128_020079	チャプレン特性使用
ETC_20160128_020080	チャプレンアイテム購入
ETC_20160128_020081	アチョー
ETC_20160128_020082	いじいじ
ETC_20160128_020083	拍手
ETC_20160128_020084	キュート
ETC_20160128_020085	フラダンス
ETC_20160128_020086	やれやれ
ETC_20160128_020087	ダメダメ
ETC_20160128_020088	うっかり
ETC_20160128_020089	柱を修理する
ETC_20160128_020090	この値を1にすると、NGSに関連するログがinfoログとして残ります。
ETC_20160128_020091	マーケット上限価格調節
ETC_20160128_020092	マーケットに即時登録する
ETC_20160128_020093	7200秒(2時間)毎に無料TPチャージ
ETC_20160128_020094	OptDesc/スラストスキルレベル +1
ETC_20160128_020095	OptDesc/バッシュスキルレベル +1
ETC_20160128_020096	OptDesc/デアデビルスキルレベル +1
ETC_20160128_020097	OptDesc/コンセントレイトスキルレベル +1
ETC_20160128_020098	OptDesc/ペインバリアスキルレベル +1
ETC_20160128_020099	OptDesc/リストレインスキルレベル +1
ETC_20160128_020100	OptDesc/ポメルビートスキルレベル +1
ETC_20160128_020101	OptDesc/ダブルスラッシュスキルレベル +1
ETC_20160128_020102	OptDesc/ワゴンホイールスキルレベル +1
ETC_20160128_020103	OptDesc/カーターストロークスキルレベル +1
ETC_20160128_020104	OptDesc/クラウンスキルレベル +1
ETC_20160128_020105	OptDesc/クロスガードスキルレベル +1
ETC_20160128_020106	OptDesc/ムリネスキルレベル +1
ETC_20160128_020107	OptDesc/スカイライナースキルレベル +1
ETC_20160128_020108	OptDesc/クロスカットスキルレベル +1
ETC_20160128_020109	OptDesc/スカルスウィングスキルレベル +1
ETC_20160128_020110	OptDesc/バーティカルスラッシュスキルレベル +1
ETC_20160128_020111	OptDesc/アンボブロースキルレベル +1
ETC_20160128_020112	OptDesc/リムブロースキルレベル +1
ETC_20160128_020113	OptDesc/スワッシュバックリングスキルレベル +1
ETC_20160128_020114	OptDesc/ガーディアンスキルレベル +1
ETC_20160128_020115	OptDesc/シールドロブスキルレベル +1
ETC_20160128_020116	OptDesc/ハイガードスキルレベル +1
ETC_20160128_020117	OptDesc/バタフライスキルレベル +1
ETC_20160128_020118	OptDesc/アンボスラストスキルレベル +1
ETC_20160128_020119	OptDesc/スタビングスキルレベル +1
ETC_20160128_020120	OptDesc/ピアススキルレベル +1
ETC_20160128_020121	OptDesc/フィネストラスキルレベル +1
ETC_20160128_020122	OptDesc/両手突きスキルレベル +1
ETC_20160128_020123	OptDesc/ロングストライドスキルレベル +1
ETC_20160128_020124	OptDesc/スピアランジスキルレベル +1
ETC_20160128_020125	OptDesc/ジャベリンスキルレベル +1
ETC_20160128_020126	OptDesc/インバウエルスキルレベル +1
ETC_20160128_020127	OptDesc/ストンピングキックスキルレベル +1
ETC_20160128_020128	OptDesc/クリーブスキルレベル +1
ETC_20160128_020129	OptDesc/ヘルムチョッパースキルレベル +1
ETC_20160128_020130	OptDesc/ウォークライスキルレベル +1
ETC_20160128_020131	OptDesc/フレンジースキルレベル +1
ETC_20160128_020132	OptDesc/サイズムスキルレベル +1
ETC_20160128_020133	OptDesc/ジャイアントスウィングスキルレベル +1
ETC_20160128_020134	OptDesc/パウンシングスキルレベル +1
ETC_20160128_020135	OptDesc/インペイラースキルレベル +1
ETC_20160128_020136	OptDesc/アースウェーブスキルレベル +1
ETC_20160128_020137	OptDesc/トロットスキルレベル +1
ETC_20160128_020138	OptDesc/スティードチャージスキルレベル +1
ETC_20160128_020139	OptDesc/ドゥームスパイクスキルレベル +1
ETC_20160128_020140	OptDesc/突撃スキルレベル +1
ETC_20160128_020141	OptDesc/ジョリーロジャースキルレベル +1
ETC_20160128_020142	OptDesc/アイアンフックスキルレベル +1
ETC_20160128_020143	OptDesc/キールハウリングスキルレベル +1
ETC_20160128_020144	OptDesc/ダストデビルスキルレベル +1
ETC_20160128_020145	OptDesc/双手猛攻スキルレベル +1
ETC_20160128_020146	OptDesc/ヘキセンドロッパースキルレベル +1
ETC_20160128_020147	OptDesc/パニッシュスキルレベル +1
ETC_20160128_020148	OptDesc/ディーズオブヴェーラースキルレベル +1
ETC_20160128_020149	OptDesc/モルトシュラークスキルレベル +1
ETC_20160128_020150	OptDesc/ダブルペイアーンスキルレベル +1
ETC_20160128_020151	OptDesc/サイクロンスキルレベル +1
ETC_20160128_020152	OptDesc/シールドチャージスキルレベル +1
ETC_20160128_020153	OptDesc/モンタノスキルレベル +1
ETC_20160128_020154	OptDesc/タージスマッシュスキルレベル +1
ETC_20160128_020155	OptDesc/シールドプッシュスキルレベル +1
ETC_20160128_020156	OptDesc/シールドシャビングスキルレベル +1
ETC_20160128_020157	OptDesc/シールドバッシュスキルレベル +1
ETC_20160128_020158	OptDesc/回避移動スキルレベル +1
ETC_20160128_020159	OptDesc/シューティングスタースキルレベル +1
ETC_20160128_020160	OptDesc/ハイキックスキルレベル +1
ETC_20160128_020161	OptDesc/捕縛スキルレベル +1
ETC_20160128_020162	OptDesc/ランジスキルレベル +1
ETC_20160128_020163	OptDesc/セプトエトワールスキルレベル +1
ETC_20160128_020164	OptDesc/アタックコキーユスキルレベル +1
ETC_20160128_020165	OptDesc/エスキーヴタッチスキルレベル +1
ETC_20160128_020166	OptDesc/フランコネードスキルレベル +1
ETC_20160128_020167	OptDesc/アタックコンポーゼスキルレベル +1
ETC_20160128_020168	OptDesc/エネルギーボルトスキルレベル +1
ETC_20160128_020169	OptDesc/レサジースキルレベル +1
ETC_20160128_020170	OptDesc/スリープスキルレベル +1
ETC_20160128_020171	OptDesc/リフレクトシールドスキルレベル +1
ETC_20160128_020172	OptDesc/アースクエイクスキルレベル +1
ETC_20160128_020173	OptDesc/シュアスペルスキルレベル +1
ETC_20160128_020174	OptDesc/マジックミサイルスキルレベル +1
ETC_20160128_020175	OptDesc/ファイアボールスキルレベル +1
ETC_20160128_020176	OptDesc/ファイアウォールスキルレベル +1
ETC_20160128_020177	OptDesc/エンチャントファイアスキルレベル +1
ETC_20160128_020178	OptDesc/フレアスキルレベル +1
ETC_20160128_020179	OptDesc/フレイムグラウンドスキルレベル +1
ETC_20160128_020180	OptDesc/ファイアピラースキルレベル +1
ETC_20160128_020181	OptDesc/ヘルブレススキルレベル +1
ETC_20160128_020182	OptDesc/アイスボルトスキルレベル +1
ETC_20160128_020183	OptDesc/アイスパイクスキルレベル +1
ETC_20160128_020184	OptDesc/アイスウォールスキルレベル +1
ETC_20160128_020185	OptDesc/アイスブラストスキルレベル +1
ETC_20160128_020186	OptDesc/ガストスキルレベル +1
ETC_20160128_020187	OptDesc/スノーローリングスキルレベル +1
ETC_20160128_020188	OptDesc/フロストピラースキルレベル +1
ETC_20160128_020189	OptDesc/サイキックプレッシャースキルレベル +1
ETC_20160128_020190	OptDesc/テレキネシススキルレベル +1
ETC_20160128_020191	OptDesc/スワップスキルレベル +1
ETC_20160128_020192	OptDesc/テレポーテーションスキルレベル +1
ETC_20160128_020193	OptDesc/マグネティックフォーススキルレベル +1
ETC_20160128_020194	OptDesc/レイズスキルレベル +1
ETC_20160128_020195	OptDesc/グラビティポールスキルレベル +1
ETC_20160128_020196	OptDesc/サモニングスキルレベル +1
ETC_20160128_020197	OptDesc/使い魔召喚スキルレベル +1
ETC_20160128_020198	OptDesc/サラミオン召喚スキルレベル +1
ETC_20160128_020199	OptDesc/フィジカルリンクスキルレベル +1
ETC_20160128_020200	OptDesc/ジョイントペナルティースキルレベル +1
ETC_20160128_020201	OptDesc/ハングマンズノットスキルレベル +1
ETC_20160128_020202	OptDesc/スピリチュアルチェーンスキルレベル +1
ETC_20160128_020203	OptDesc/命綱スキルレベル +1
ETC_20160128_020204	OptDesc/クイッケンスキルレベル +1
ETC_20160128_020205	OptDesc/転生スキルレベル +1
ETC_20160128_020206	OptDesc/ストップスキルレベル +1
ETC_20160128_020207	OptDesc/スロースキルレベル +1
ETC_20160128_020208	OptDesc/ヘイストスキルレベル +1
ETC_20160128_020209	OptDesc/バックマスキングスキルレベル +1
ETC_20160128_020210	OptDesc/ギャザーコープススキルレベル +1
ETC_20160128_020211	OptDesc/フラッシュキャノンスキルレベル +1
ETC_20160128_020212	OptDesc/フラッシュフープスキルレベル +1
ETC_20160128_020213	OptDesc/ダーティーポールスキルレベル +1
ETC_20160128_020214	OptDesc/コープスタワースキルレベル +1
ETC_20160128_020215	OptDesc/左腕強化スキルレベル +1
ETC_20160128_020216	OptDesc/シュリンクボディースキルレベル +1
ETC_20160128_020217	OptDesc/スウェルボディースキルレベル +1
ETC_20160128_020218	OptDesc/トランスフォーススキルレベル +1
ETC_20160128_020219	OptDesc/右腕強化スキルレベル +1
ETC_20160128_020220	OptDesc/スウェルブレインスキルレベル +1
ETC_20160128_020221	OptDesc/エレクトロキュートスキルレベル +1
ETC_20160128_020222	OptDesc/ストーンカーススキルレベル +1
ETC_20160128_020223	OptDesc/ヘイルスキルレベル +1
ETC_20160128_020224	OptDesc/紅炎スキルレベル +1
ETC_20160128_020225	OptDesc/メテオスキルレベル +1
ETC_20160128_020226	OptDesc/フリージングスピアスキルレベル +1
ETC_20160128_020227	OptDesc/レインスキルレベル +1
ETC_20160128_020228	OptDesc/フロストクラウドスキルレベル +1
ETC_20160128_020229	OptDesc/スウィフトステップスキルレベル +1
ETC_20160128_020230	OptDesc/マルチショットスキルレベル +1
ETC_20160128_020231	OptDesc/フルドロースキルレベル +1
ETC_20160128_020232	OptDesc/オブリークショットスキルレベル +1
ETC_20160128_020233	OptDesc/ニーリングショットスキルレベル +1
ETC_20160128_020234	OptDesc/ヘビーショットスキルレベル +1
ETC_20160128_020235	OptDesc/ツインアロースキルレベル +1
ETC_20160128_020236	OptDesc/コーシングスキルレベル +1
ETC_20160128_020237	OptDesc/スナッチングスキルレベル +1
ETC_20160128_020238	OptDesc/ポインティングスキルレベル +1
ETC_20160128_020239	OptDesc/ラッシュドッグスキルレベル +1
ETC_20160128_020240	OptDesc/リトリーブスキルレベル +1
ETC_20160128_020241	OptDesc/ハウンディングスキルレベル +1
ETC_20160128_020242	OptDesc/グロウリングスキルレベル +1
ETC_20160128_020243	OptDesc/パヴィス設置スキルレベル +1
ETC_20160128_020244	OptDesc/スキャッターカルトロップスキルレベル +1
ETC_20160128_020245	OptDesc/ストーンショットスキルレベル +1
ETC_20160128_020246	OptDesc/ラピッドファイアスキルレベル +1
ETC_20160128_020247	OptDesc/撤去スキルレベル +1
ETC_20160128_020248	OptDesc/ランニングショットスキルレベル +1
ETC_20160128_020249	OptDesc/バラージスキルレベル +1
ETC_20160128_020250	OptDesc/ハイアンカリングスキルレベル +1
ETC_20160128_020251	OptDesc/クリティカルショットスキルレベル +1
ETC_20160128_020252	OptDesc/ステディエイムスキルレベル +1
ETC_20160128_020253	OptDesc/タイムボムアロースキルレベル +1
ETC_20160128_020254	OptDesc/バウンスショットスキルレベル +1
ETC_20160128_020255	OptDesc/スパイラルアロースキルレベル +1
ETC_20160128_020256	OptDesc/ステイクスタッケイドスキルレベル +1
ETC_20160128_020257	OptDesc/隠蔽スキルレベル +1
ETC_20160128_020258	OptDesc/クレモア スキルレベル +1
ETC_20160128_020259	OptDesc/パンジステーク スキルレベル +1
ETC_20160128_020260	OptDesc/デトネイトトラップスキルレベル +1
ETC_20160128_020261	OptDesc/ブルームトラップスキルレベル +1
ETC_20160128_020262	OptDesc/人質爆弾スキルレベル +1
ETC_20160128_020263	OptDesc/スパイクシュータースキルレベル +1
ETC_20160128_020264	OptDesc/解毒スキルレベル +1
ETC_20160128_020265	OptDesc/ニードルブロースキルレベル +1
ETC_20160128_020266	OptDesc/ビウィッチスキルレベル +1
ETC_20160128_020267	OptDesc/蜈蚣蠱スキルレベル +1
ETC_20160128_020268	OptDesc/ゼンドゥースキルレベル +1
ETC_20160128_020269	OptDesc/毒壺スキルレベル +1
ETC_20160128_020270	OptDesc/金蚕蠱スキルレベル +1
ETC_20160128_020271	OptDesc/フルフルスキルレベル +1
ETC_20160128_020272	OptDesc/フレアショットスキルレベル +1
ETC_20160128_020273	OptDesc/クローキングスキルレベル +1
ETC_20160128_020274	OptDesc/アンディスタンススキルレベル +1
ETC_20160128_020275	OptDesc/スキャンスキルレベル +1
ETC_20160128_020276	OptDesc/スプリットアロースキルレベル +1
ETC_20160128_020277	OptDesc/スニークヒットスキルレベル +1
ETC_20160128_020278	OptDesc/フェイントスキルレベル +1
ETC_20160128_020279	OptDesc/スポリエーションスキルレベル +1
ETC_20160128_020280	OptDesc/ヴェンデッタスキルレベル +1
ETC_20160128_020281	OptDesc/バロースキルレベル +1
ETC_20160128_020282	OptDesc/イベーションスキルレベル +1
ETC_20160128_020283	OptDesc/催涙スキルレベル +1
ETC_20160128_020284	OptDesc/バックステップスキルレベル +1
ETC_20160128_020285	OptDesc/集中砲火スキルレベル +1
ETC_20160128_020286	OptDesc/カラコールスキルレベル +1
ETC_20160128_020287	OptDesc/リマソンスキルレベル +1
ETC_20160128_020288	OptDesc/後退射撃スキルレベル +1
ETC_20160128_020289	OptDesc/ブロードヘッドスキルレベル +1
ETC_20160128_020290	OptDesc/ボドキンポイントスキルレベル +1
ETC_20160128_020291	OptDesc/バーブドアロースキルレベル +1
ETC_20160128_020292	OptDesc/クロスファイアスキルレベル +1
ETC_20160128_020293	OptDesc/マジックアロースキルレベル +1
ETC_20160128_020294	OptDesc/神機箭スキルレベル +1
ETC_20160128_020295	OptDesc/止まり木設置スキルレベル +1
ETC_20160128_020296	OptDesc/サークルリングスキルレベル +1
ETC_20160128_020297	OptDesc/ホバリングスキルレベル +1
ETC_20160128_020298	OptDesc/ぼんくらスキルレベル +1
ETC_20160128_020299	OptDesc/ハンギングショットスキルレベル +1
ETC_20160128_020300	OptDesc/キャノンショットスキルレベル +1
ETC_20160128_020301	OptDesc/シュートダウンスキルレベル +1
ETC_20160128_020302	OptDesc/シーズバーストスキルレベル +1
ETC_20160128_020303	OptDesc/キャノンブラストスキルレベル +1
ETC_20160128_020304	OptDesc/ヒールスキルレベル +1
ETC_20160128_020305	OptDesc/キュアスキルレベル +1
ETC_20160128_020306	OptDesc/セイフティーゾーンスキルレベル +1
ETC_20160128_020307	OptDesc/ディプロテクティッドゾーンスキルレベル +1
ETC_20160128_020308	OptDesc/ディヴァインマイトスキルレベル +1
ETC_20160128_020309	OptDesc/フェイドスキルレベル +1
ETC_20160128_020310	OptDesc/守護聖人スキルレベル +1
ETC_20160128_020311	OptDesc/アスパーションスキルレベル +1
ETC_20160128_020312	OptDesc/モンストランススキルレベル +1
ETC_20160128_020313	OptDesc/ブレッシングスキルレベル +1
ETC_20160128_020314	OptDesc/サクラメントスキルレベル +1
ETC_20160128_020315	OptDesc/リバイブスキルレベル +1
ETC_20160128_020316	OptDesc/マスヒールスキルレベル +1
ETC_20160128_020317	OptDesc/エクソサイズスキルレベル +1
ETC_20160128_020318	OptDesc/ストーンスキンスキルレベル +1
ETC_20160128_020319	OptDesc/オークラススキルレベル +1
ETC_20160128_020320	OptDesc/ザルチャイスキルレベル +1
ETC_20160128_020321	OptDesc/ダイノスキルレベル +1
ETC_20160128_020322	OptDesc/ザイバススキルレベル +1
ETC_20160128_020323	OptDesc/ディヴァインスティグマスキルレベル +1
ETC_20160128_020324	OptDesc/メルスティススキルレベル +1
ETC_20160128_020325	OptDesc/ヘキシングスキルレベル +1
ETC_20160128_020326	OptDesc/エフィジースキルレベル +1
ETC_20160128_020327	OptDesc/ゾンビ生成スキルレベル +1
ETC_20160128_020328	OptDesc/マカンダルスキルレベル +1
ETC_20160128_020329	OptDesc/ブワカイマンスキルレベル +1
ETC_20160128_020330	OptDesc/サムディヴェヴェスキルレベル +1
ETC_20160128_020331	OptDesc/オグーヴェヴェスキルレベル +1
ETC_20160128_020332	OptDesc/ダムバラスキルレベル +1
ETC_20160128_020333	OptDesc/コルタスマタスキルレベル +1
ETC_20160128_020334	OptDesc/肉食化スキルレベル +1
ETC_20160128_020335	OptDesc/ストレアトロフスキルレベル +1
ETC_20160128_020336	OptDesc/トランスフォームスキルレベル +1
ETC_20160128_020337	OptDesc/シェープシフティングスキルレベル +1
ETC_20160128_020338	OptDesc/テレパススキルレベル +1
ETC_20160128_020339	OptDesc/幽体離脱スキルレベル +1
ETC_20160128_020340	OptDesc/幽体爆発スキルレベル +1
ETC_20160128_020341	OptDesc/ヴァシタシディスキルレベル +1
ETC_20160128_020342	OptDesc/ポゼッションスキルレベル +1
ETC_20160128_020343	OptDesc/ヴァカリネ 女神像スキルレベル +1
ETC_20160128_020344	OptDesc/ジェミナ女神像スキルレベル +1
ETC_20160128_020345	OptDesc/ライマ女神像スキルレベル +1
ETC_20160128_020346	OptDesc/木彫り攻撃スキルレベル +1
ETC_20160128_020347	OptDesc/フクロウの彫像スキルレベル +1
ETC_20160128_020348	OptDesc/世界樹の彫刻スキルレベル +1
ETC_20160128_020349	OptDesc/アウシュリネ女神像スキルレベル +1
ETC_20160128_020350	OptDesc/アーケインエネルギースキルレベル +1
ETC_20160128_020351	OptDesc/チェンジスキルレベル +1
ETC_20160128_020352	OptDesc/カウンタースペルスキルレベル +1
ETC_20160128_020353	OptDesc/フォアキャストスキルレベル +1
ETC_20160128_020354	OptDesc/プロフェッシースキルレベル +1
ETC_20160128_020355	OptDesc/鉄布衫スキルレベル +1
ETC_20160128_020356	OptDesc/双鎖功スキルレベル +1
ETC_20160128_020357	OptDesc/鉄砂掌スキルレベル +1
ETC_20160128_020358	OptDesc/観音掌スキルレベル +1
ETC_20160128_020359	OptDesc/陽光手スキルレベル +1
ETC_20160128_020360	OptDesc/寸勁スキルレベル +1
ETC_20160128_020361	OptDesc/弾指神通スキルレベル +1
ETC_20160128_020362	OptDesc/金鐘スキルレベル +1
ETC_20160128_020363	OptDesc/シモニースキルレベル +1
ETC_20160128_020364	OptDesc/インダルゲンティアスキルレベル +1
ETC_20160128_020365	OptDesc/ディサーンイーヴィルスキルレベル +1
ETC_20160128_020366	OptDesc/魔法防御力アップスキルレベル +1
ETC_20160128_020367	OptDesc/奉献スキルレベル +1
ETC_20160128_020368	OptDesc/スマイトスキルレベル +1
ETC_20160128_020369	OptDesc/リストレーションスキルレベル +1
ETC_20160128_020370	OptDesc/レジストエレメンツスキルレベル +1
ETC_20160128_020371	OptDesc/ターンアンデッドスキルレベル +1
ETC_20160128_020372	OptDesc/改宗スキルレベル +1
ETC_20160128_020373	OptDesc/バリアスキルレベル +1
ETC_20160128_020374	OptDesc/コンビクションスキルレベル +1
ETC_20160128_020375	両手弓
ETC_20160128_020376	製造書-シャークカッター
ETC_20160128_020377	製造書-スペルブレイカー
ETC_20160128_020378	製造書-サークルロッド
ETC_20160128_020379	製造書-パワースタッフ
ETC_20160128_020380	製造書-マークマン
ETC_20160128_020381	製造書-バンディット
ETC_20160128_020382	製造書-アイアンフィスト
ETC_20160128_020383	製造書-クリップル
ETC_20160128_020384	製造書-スパーダ
ETC_20160128_020385	製造書-フィニッシャー
ETC_20160128_020386	製造書-パバイサシールド
ETC_20160128_020387	チャット欄で/yをメッセージの頭に入力すると、ワールド全体にメッセージを送ることができます。メガホンアイテムが必要です。
ETC_20160128_020388	データが応答しません。しばらく経ってからもう一度お試しください。エラーコード : {ErrorCode}
ETC_20160128_020389	[{Word}]使用できない単語です。
ETC_20160128_020390	名前は{LEN}バイト以下のみ可能です。
ETC_20160128_020391	アイテムの取引量が十分でないため、時価情報がありません。
ETC_20160128_020392	アイテムを受け取りました。
ETC_20160128_020393	キャラクターでアイテムを受け取りますか？受け取るとキャンセルできなくなります。
ETC_20160128_020394	使用できない単語が含まれています。
ETC_20160128_020395	商店を開設した状態ではキャラクターを削除できません。
ETC_20160128_020396	3日間インスタンスダンジョン無制限
ETC_20160128_020397	  インスタンスダンジョンと依頼所ミッションの入場化回数初期化
ETC_20160128_020398	このアカウントは保護モードに設定されています。公式サイトから再度ログインし、保護モードを解除後、接続してください。
ETC_20160128_020399	街では使用できません。
ETC_20160128_020400	奉献箱の名前を入力してください。
ETC_20160128_020401	このアイテムを登録すると、{nl}取引成立時にポテンシャルが減少します。{nl}それでも登録しますか？
ETC_20160128_020402	取引するアイテムの中に取引成功後ポテンシャルが減少するアイテムがあります。それでも受諾しますか？
ETC_20160128_020403	修理できる装備がありません。
ETC_20160128_020404	NPCと近すぎます。
ETC_20160128_020405	このアイテムは現在の状態では使用できません。
ETC_20160128_020406	変身中はコンパニオンに搭乗できません。
ETC_20160128_020407	スキル使用中は休憩できません。
ETC_20160128_020408	メッセージ
ETC_20160128_020409	[メモ]
ETC_20160128_020410	重複して購入できないアイテムです。
ETC_20160128_020411	男性コスチューム
ETC_20160128_020412	女性コスチューム
ETC_20160128_020413	 クエスト報酬を受け取らないと{nl} PTメンバーと
ETC_20160128_020414	クエストを進行できません。
ETC_20160128_020415	クエストを放棄しますか？
ETC_20160128_020416	 開いている商店を閉じないと{nl} PTメンバーと
ETC_20160128_020417	自動PT検索
ETC_20160128_020418	すでにPTがあります。脱退しますか？
ETC_20160128_020419	PTを検索しています。{nl} 完了すると自動的に入場します。
ETC_20160128_020420	PTを見つけました。間もなくゲームに入場します。
ETC_20160128_020421	フェレットマローダーを退治するまでトーテムを破壊できません。
ETC_20160128_020422	インスタンスダンジョン最大入場人数を超過しました。
ETC_20160128_020423	インスタンスダンジョン、ミッションにいるギルドメンバーのところには移動できません。
ETC_20160128_020424	アイテムを使ってギルド経験値を上げました。
ETC_20160128_020425	マーケットへのアイテム登録に成功しました。{nl}トークン以外のアイテムは{nl}30分から2時間で販売リストに表示されます。
ETC_20160128_020426	登録手数料として{Price}シルバーを支払います。マーケットに登録すると、該当のバフが消えてしまいます。それでも登録しますか？
ETC_20160128_020427	販売時間が経過しました。受取箱を確認してください。
ETC_20160128_020428	このアイテムを購入すると{nl}ポテンシャルが減少します。{nl}それでも購入しますか？
ETC_20160128_020429	このアイテムの下限価格が変動しました。もう一度入力してください。
ETC_20160128_020430	このアイテムの上限価格が変動しました。もう一度入力してください。
ETC_20160128_020431	登録手数料として{Price}シルバーを支払います。登録しますか？
ETC_20160128_020432	販売価格は100シルバー以上にしてください。
ETC_20160128_020433	最低価格単位に金額が自動変更されます。
ETC_20160128_020434	このスキルは登録できません。
ETC_20160128_020435	強化された装備や高級装備が含まれています。本当に進行しますか？
ETC_20160128_020436	着用できるアイテムではありません。
ETC_20160128_020437	ポイントが足りません。少なくとも{Point}ポイントが必要です。
ETC_20160128_020438	一日{COUNT}回入場できます。
ETC_20160128_020439	インスタンスダンジョン無制限入場券を使用中です。
ETC_20160128_020440	すでに業績報酬をもらいました。
ETC_20160128_020441	ハナミン撲滅の業績報酬を受け取りました。
ETC_20160128_020442	製造入門の業績報酬を受け取りました。
