ITEM_20150317_000001	なし_helmet
ITEM_20150811_006712	水が沢山ある場所で育つ水草。水を清めることができる。
ITEM_20150811_006713	修道院の木箱の中に入っていた水晶玉。祈祷室の装置を作動させるのに使うらしい。
ITEM_20150811_006714	臭いを無くす時に使われるポーション。毒性があり、消毒薬の匂いがする。
ITEM_20150811_006715	モンスターが暴れたせいであちこちに散らばった経典。モハイムに届けよう。
ITEM_20150811_006716	シギスから貰ったたいまつ。死者を火葬する時に使う。
ITEM_20150904_006717	 - 修理費用 +100%アップ
ITEM_20150904_006718	マナマナ
ITEM_20150904_006719	フレッチャーナイフ
ITEM_20150904_006720	HPが190即時に回復し、2秒間隔で15秒間合計でHPを266回復させます。右クリックで使用します。クールタイム20秒。回復量はステータスによって変動します。
ITEM_20150904_006721	HPが320即時に回復し、2秒間隔で15秒間合計でHPを448回復させます。右クリックで使用します。クールタイム25秒。回復量はステータスによって変動します。
ITEM_20150904_006722	HPが640即時に回復し、2秒間隔で15秒間合計でHPを896回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006723	SPが70即時に回復し、2秒間隔で15秒間合計でSPを98回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006724	SPが120即時に回復し、2秒間隔で15秒間合計でSPを168回復させます。右クリックで使用します。クールタイム45秒。回復量はステータスによって変動します。
ITEM_20150904_006725	SPが240即時に回復し、2秒間隔で15秒間合計でSPを336回復させます。右クリックで使用します。クールタイム60秒。回復量はステータスによって変動します。
ITEM_20150904_006726	小さなスタミナ錠
ITEM_20150904_006727	スタミナを40回復させます。右クリックで使用します。クールタイム45秒。
ITEM_20150904_006728	大きなスタミナ錠
ITEM_20150904_006729	スタミナを50回復させます。右クリックで使用します。クールタイム60秒。
ITEM_20150904_006730	補給用小さなスタミナ錠
ITEM_20150904_006731	補給用大きなスタミナ錠
ITEM_20150904_006732	HPが800即回復し、2秒間隔で15秒間合計でHPを1120回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006733	SPが320即回復し、2秒間隔で15秒間合計でSPを448回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006734	180秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006735	HPが880即回復し、2秒間隔で15秒間合計でHPを1232回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006736	HPが960即回復し、2秒間隔で15秒間合計でHPを1344回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006737	HPが1040即回復し、2秒間隔で15秒間合計でHPを1456回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006738	HPが1120即回復し、2秒間隔で15秒間合計でHPを1568回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006739	HPが1200即回復し、2秒間隔で15秒間合計でHPを1680回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006740	HPが1280即回復し、2秒間隔で15秒間合計でHPを1792回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006741	HPが1360即回復し、2秒間隔で15秒間合計でHPを1904回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006742	HPが1440即回復し、2秒間隔で15秒間合計でHPを2016回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006743	HPが1520即回復し、2秒間隔で15秒間合計でHPを2128回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006744	HPが1600即回復し、2秒間隔で15秒間合計でHPを2240回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006745	HPが1680即回復し、2秒間隔で15秒間合計でHPを2352回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006746	HPが1760即回復し、2秒間隔で15秒間合計でHPを2464回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006747	HPが1840即回復し、2秒間隔で15秒間合計でHPを2576回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006748	HPが1920即回復し、2秒間隔で15秒間合計でHPを2688回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006749	SPが350即回復し、2秒間隔で15秒間合計でSPを490回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006750	SPが380即回復し、2秒間隔で15秒間合計でSPを532回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006751	SPが415即回復し、2秒間隔で15秒間合計でSPを581回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006752	SPが445即回復し、2秒間隔で15秒間合計でSPを623回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006753	SPが480即回復し、2秒間隔で15秒間合計でSPを672回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006754	SPが510即回復し、2秒間隔で15秒間合計でSPを714回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006755	SPが540即回復し、2秒間隔で15秒間合計でSPを756回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006756	SPが575即回復し、2秒間隔で15秒間合計でSPを805回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006757	SPが605即回復し、2秒間隔で15秒間合計でSPを847回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006758	SPが640即回復し、2秒間隔で15秒間合計でSPを896回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006759	SPが670即回復し、2秒間隔で15秒間合計でSPを938回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006760	SPが700即回復し、2秒間隔で15秒間合計でSPを980回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006761	SPが735即回復し、2秒間隔で15秒間合計でSPを1029回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006762	SPが765即回復し、2秒間隔で15秒間合計でSPを1071回復させます。右クリックで使用します。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150904_006763	185秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006764	190秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006765	195秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006766	200秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006767	205秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006768	210秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006769	215秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006770	220秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006771	225秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006772	230秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006773	235秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006774	240秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006775	245秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006776	250秒間移動速度を+3アップさせます。右クリックで使用します。クールタイム30秒。
ITEM_20150904_006777	ホグマの牙
ITEM_20150904_006778	刃を研ぐ時に使うすべすべした石です。 スクワイアマスターのところで購入できます。
ITEM_20150904_006779	古くて皮がもろくなっているので食べられません。 オールドケッピーから入手できます。
ITEM_20150904_006780	LV1カード研磨剤
ITEM_20150904_006781	カードを浄化する時に使います。カードの経験値がアップします。
ITEM_20150904_006782	古い手帳
ITEM_20150904_006783	誰かが失くした手帳。少しはばかられますが、読むことができそうです。
ITEM_20150911_006784	ターネットソード
ITEM_20150911_006785	パトリスソード
ITEM_20150911_006786	ルカスソード
ITEM_20150911_006787	フィリスソード
ITEM_20150911_006788	エサンチウソード
ITEM_20150911_006789	クラッグソード
ITEM_20150911_006790	フィルグリムソード
ITEM_20150911_006791	イストラソード
ITEM_20150911_006792	ターネットグレートソード
ITEM_20150911_006793	パトリスグレートソード
ITEM_20150911_006794	ルカスグレートソード
ITEM_20150911_006795	フィリスグレートソード
ITEM_20150911_006796	エサンチウグレートソード
ITEM_20150911_006797	クラッググレートソード
ITEM_20150911_006798	フィルグリムグレートソード
ITEM_20150911_006799	イストラグレートソード
ITEM_20150911_006800	ターネットロッド
ITEM_20150911_006801	パトリスロッド
ITEM_20150911_006802	ルカスロッド
ITEM_20150911_006803	フィリスロッド
ITEM_20150911_006804	エサンチウロッド
ITEM_20150911_006805	クラッグロッド
ITEM_20150911_006806	フィルグリムロッド
ITEM_20150911_006807	イストラロッド
ITEM_20150911_006808	ターネットボウ
ITEM_20150911_006809	パトリスボウ
ITEM_20150911_006810	ルカスボウ
ITEM_20150911_006811	フィリスボウ
ITEM_20150911_006812	エサンチウボウ
ITEM_20150911_006813	クラッグボウ
ITEM_20150911_006814	フィルグリムボウ
ITEM_20150911_006815	イストラボウ
ITEM_20150911_006816	ターネットクロスボウ
ITEM_20150911_006817	パトリスクロスボウ
ITEM_20150911_006818	ルカスクロスボウ
ITEM_20150911_006819	フィリスクロスボウ
ITEM_20150911_006820	エサンチウクロスボウ
ITEM_20150911_006821	クラッグクロスボウ
ITEM_20150911_006822	フィルグリムクロスボウ
ITEM_20150911_006823	イストラクロスボウ
ITEM_20150911_006824	ターネットメイス
ITEM_20150911_006825	パトリスメイス
ITEM_20150911_006826	ルカスメイス
ITEM_20150911_006827	フィリスメイス
ITEM_20150911_006828	エサンチウメイス
ITEM_20150911_006829	クラッグメイス
ITEM_20150911_006830	フィルグリムメイス
ITEM_20150911_006831	イストラメイス
ITEM_20150911_006832	ターネットスピア
ITEM_20150911_006833	パトリススピア
ITEM_20150911_006834	ルカススピア
ITEM_20150911_006835	フィリススピア
ITEM_20150911_006836	エサンチウスピア
ITEM_20150911_006837	クラッグスピア
ITEM_20150911_006838	フィルグリムスピア
ITEM_20150911_006839	イストラスピア
ITEM_20150911_006840	ルカスパイク
ITEM_20150911_006841	フィリスパイク
ITEM_20150911_006842	エサンチウパイク
ITEM_20150911_006843	クラッグパイク
ITEM_20150911_006844	フィルグリムパイク
ITEM_20150911_006845	イストラパイク
ITEM_20150911_006846	ターネットスタッフ
ITEM_20150911_006847	パトリススタッフ
ITEM_20150911_006848	ルカススタッフ
ITEM_20150911_006849	フィリススタッフ
ITEM_20150911_006850	エサンチウスタッフ
ITEM_20150911_006851	クラッグスタッフ
ITEM_20150911_006852	フィルグリムスタッフ
ITEM_20150911_006853	イストラスタッフ
ITEM_20150911_006854	イストラリボルバー
ITEM_20150911_006855	オグバグローブ
ITEM_20150911_006856	オグバブーツ
ITEM_20150911_006857	オグバパンツ
ITEM_20150911_006858	オグバローブ
ITEM_20150911_006859	オグバレザーグローブ
ITEM_20150911_006860	オグバレザーブーツ
ITEM_20150911_006861	オグバレザーパンツ
ITEM_20150911_006862	オグバレザーチュニック
ITEM_20150911_006863	オグバチェーングローブ
ITEM_20150911_006864	オグバチェーンブーツ
ITEM_20150911_006865	オグバチェーンパンツ
ITEM_20150911_006866	オグバチェーンメイル
ITEM_20150911_006867	パルティスグローブ
ITEM_20150911_006868	パルティスブーツ
ITEM_20150911_006869	パルティスパンツ
ITEM_20150911_006870	パルティスローブ
ITEM_20150911_006871	パルティスレザーグローブ
ITEM_20150911_006872	パルティスレザーブーツ
ITEM_20150911_006873	パルティスレザーパンツ
ITEM_20150911_006874	パルティスレザーチュニック
ITEM_20150911_006875	パルティスリンググローブ
ITEM_20150911_006876	パルティスリングブーツ
ITEM_20150911_006877	パルティスリングパンツ
ITEM_20150911_006878	パルティスリングメイル
ITEM_20150911_006879	シルドゲラグローブ
ITEM_20150911_006880	シルドゲラブーツ
ITEM_20150911_006881	シルドゲラパンツ
ITEM_20150911_006882	シルドゲラローブ
ITEM_20150911_006883	シルドゲラレザーグローブ
ITEM_20150911_006884	シルドゲラレザーブーツ
ITEM_20150911_006885	シルドゲラレザーパンツ
ITEM_20150911_006886	シルドゲラレザーチュニック
ITEM_20150911_006887	シルドゲラスケールグローブ
ITEM_20150911_006888	シルドゲラスケールブーツ
ITEM_20150911_006889	シルドゲラスケールパンツ
ITEM_20150911_006890	シルドゲラスケールメイル
ITEM_20150911_006891	フィリスグローブ
ITEM_20150911_006892	フィリスブーツ
ITEM_20150911_006893	フィリスパンツ
ITEM_20150911_006894	フィリスローブ
ITEM_20150911_006895	フィリスレザーグローブ
ITEM_20150911_006896	フィリスレザーブーツ
ITEM_20150911_006897	フィリスレザーパンツ
ITEM_20150911_006898	フィリスレザーチュニック
ITEM_20150911_006899	フィリススケールグローブ
ITEM_20150911_006900	フィリススケールブーツ
ITEM_20150911_006901	フィリススケールパンツ
ITEM_20150911_006902	フィリススケールメイル
ITEM_20150911_006903	アレルノーグローブ
ITEM_20150911_006904	アレルノーブーツ
ITEM_20150911_006905	アレルノーパンツ
ITEM_20150911_006906	アレルノーローブ
ITEM_20150911_006907	アレルノーレザーグローブ
ITEM_20150911_006908	アレルノーレザーブーツ
ITEM_20150911_006909	アレルノーレザーパンツ
ITEM_20150911_006910	アレルノーレザーチュニック
ITEM_20150911_006911	アレルノープレートガントレット
ITEM_20150911_006912	アレルノープレートグリーブ
ITEM_20150911_006913	アレルノープレートレギンス
ITEM_20150911_006914	アレルノープレートアーマー
ITEM_20150911_006915	ペレリングローブ
ITEM_20150911_006916	ペレリンブーツ
ITEM_20150911_006917	ペレリンパンツ
ITEM_20150911_006918	ペレリンローブ
ITEM_20150911_006919	ペレリンレザーグローブ
ITEM_20150911_006920	ペレリンレザーブーツ
ITEM_20150911_006921	ペレリンレザーパンツ
ITEM_20150911_006922	ペレリンレザーチュニック
ITEM_20150911_006923	ペレリンプレートガントレット
ITEM_20150911_006924	ペレリンプレートグリーブ
ITEM_20150911_006925	ペレリンプレートレギンス
ITEM_20150911_006926	ペレリンプレートアーマー
ITEM_20150911_006927	ターングローブ
ITEM_20150911_006928	ターンブーツ
ITEM_20150911_006929	ターンパンツ
ITEM_20150911_006930	ターンローブ
ITEM_20150911_006931	ターンレザーグローブ
ITEM_20150911_006932	ターンレザーブーツ
ITEM_20150911_006933	ターンレザーパンツ
ITEM_20150911_006934	ターンレザーチュニック
ITEM_20150911_006935	ターンプレートガントレット
ITEM_20150911_006936	ターンプレートグリーブ
ITEM_20150911_006937	ターンプレートレギンス
ITEM_20150911_006938	ターンプレートアーマー
ITEM_20150911_006939	シャトングローブ
ITEM_20150911_006940	シャトンブーツ
ITEM_20150911_006941	シャトンパンツ
ITEM_20150911_006942	シャトンローブ
ITEM_20150911_006943	シャトンレザーグローブ
ITEM_20150911_006944	シャトンレザーブーツ
ITEM_20150911_006945	シャトンレザーパンツ
ITEM_20150911_006946	シャトンレザーチュニック
ITEM_20150911_006947	シャトンプレートガントレット
ITEM_20150911_006948	シャトンプレートグリーブ
ITEM_20150911_006949	シャトンプレートレギンス
ITEM_20150911_006950	シャトンプレートアーマー
ITEM_20150911_006951	ティルラグローブ
ITEM_20150911_006952	ティルラブーツ
ITEM_20150911_006953	ティルラパンツ
ITEM_20150911_006954	ティルラローブ
ITEM_20150911_006955	ティルラレザーグローブ
ITEM_20150911_006956	ティルラレザーブーツ
ITEM_20150911_006957	ティルラレザーパンツ
ITEM_20150911_006958	ティルラレザーチュニック
ITEM_20150911_006959	ティルラプレートガントレット
ITEM_20150911_006960	ティルラプレートグリーブ
ITEM_20150911_006961	ティルラプレートレギンス
ITEM_20150911_006962	ティルラプレートアーマー
ITEM_20151014_006963	 - 攻撃すると、5%の確率で敵に10秒間火炎効果
ITEM_20151014_006964	カラチャクロスボウ
ITEM_20151014_006965	この盾の製造方法が知られたのは最近のことです。平和が訪れたら、もう製造できなくなるかもしれません。
ITEM_20151014_006966	 - 攻撃を受けると、8%の確率で受けるダメージ-50%ダウン
ITEM_20151014_006967	エレメンツ
ITEM_20151014_006968	[未完成]ツールチップがありません。
ITEM_20151014_006969	アルデダガー
ITEM_20151014_006970	刃から噴出する熱気で使用者が火傷することもありますが、敵を燃やすこともできます。
ITEM_20151014_006971	カラチャダガー
ITEM_20151014_006972	 - 短剣で攻撃すると、2%の確率で敵に1秒間隔で10秒間6165のダメージを与える中毒効果発生
ITEM_20151014_006973	クリスタルレイピア
ITEM_20151014_006974	レイピア[突]
ITEM_20151014_006976	キャノン
ITEM_20151014_006977	キャノン[ミサイル]
ITEM_20151014_006978	キャノンです。
ITEM_20151014_006979	ライフル
ITEM_20151014_006980	小銃[ミサイル]
ITEM_20151014_006981	 - 移動速度+100
ITEM_20151014_006982	武器を振り回しても、水晶を覗いても、裁縫をしても、何をしていても似合う服です。
ITEM_20151014_006983	キャノンの弾丸
ITEM_20151014_006984	HPを永久に+50アップさせます。右クリックで使用できます。
ITEM_20151014_006985	広域攻撃比率アップポーションLV1
ITEM_20151014_006986	20秒間、広域攻撃比率を+3アップさせます。右クリックで使用できます。クールタイム60秒。
ITEM_20151014_006987	広域攻撃比率アップポーションLV2
ITEM_20151014_006988	25秒間、広域攻撃比率を+3アップさせます。右クリックで使用できます。クールタイム60秒。
ITEM_20151014_006989	広域攻撃比率アップポーションLV3
ITEM_20151014_006990	30秒間、広域攻撃比率を+3アップさせます。右クリックで使用できます。クールタイム60秒。
ITEM_20151014_006991	広域攻撃比率アップポーションLV4
ITEM_20151014_006992	35秒間、広域攻撃比率を+3アップさせます。右クリックで使用できます。クールタイム60秒。
ITEM_20151014_006993	広域攻撃比率アップポーションLV5
ITEM_20151014_006994	40秒間、広域攻撃比率を+3アップさせます。右クリックで使用できます。クールタイム60秒。
ITEM_20151014_006995	シャーマンドールのコア
ITEM_20151014_006996	変異型モンスターの動力源が変形した核です。操作を間違えると、凝縮された魔力が爆発してしまう恐れがあります。シャーマンドールから獲得できます。
ITEM_20151014_006997	変異型モンスターの動力源が変形した核です。操作を間違えると、凝縮された魔力が爆発してしまう恐れがあります。ブラックシャーマンドールから獲得できます。
ITEM_20151014_006998	ヴァーヴから傷が付いていない皮を手に入れることは難しいです。ヴァーヴから獲得できます。
ITEM_20151014_006999	シャーマンドールの綿
ITEM_20151014_007000	保温性の高い綿です。シャーマンドールから獲得できます。
ITEM_20151014_007001	魔族は力を失う瞬間に髪の毛も消滅しますが、稀に残ることもあります。エルマから獲得できます。
ITEM_20151014_007002	ペンディンマイアーとシャウロウガーから獲得できます。
ITEM_20151014_007003	珍しい皮です。例えハルガルを発見したとしても、これを手に入れるためにはリスクを冒さなければなりません。ハルガルから獲得できます。
ITEM_20151014_007004	太さに比べて密度が高く、重い骨です。ミノスから獲得できます。
ITEM_20151014_007005	紙の箱
ITEM_20151014_007006	注目されたい時、使ってください。
ITEM_20151014_007007	ゲダスの研究資料
ITEM_20151014_007008	ゲダスが一生懸命研究して記録した資料。ゲダスのクエストが終わった後は右クリックで消費することができます。
ITEM_20151014_007009	LV3 ジェム研磨材
ITEM_20151014_007010	LV4 ジェム研磨材
ITEM_20151014_007011	LV5 ジェム研磨材
ITEM_20151014_007012	ルクソナ内戦 第1章
ITEM_20151014_007013	ルクソナ内戦を記録した一冊目の本です。読めそうです。
ITEM_20151014_007014	ルクソナ内戦 第2章
ITEM_20151014_007015	ルクソナ内戦を記録した二冊目の本です。読めそうです。
ITEM_20151014_007016	ルクリス時代の記録。何が書かれているか、上手く読むことができません。
ITEM_20151014_007017	サイレントスクロール
ITEM_20151014_007018	エサ袋
ITEM_20151014_007019	ファルコナーマスターからもらたエサ袋。
ITEM_20151014_007020	モンクマスター支援アイテム
ITEM_20151014_007021	モンクマスターがこっそり届けてほしいと言ったモノ。
ITEM_20151014_007022	パードナーマスターの帳簿
ITEM_20151014_007023	パードナーマスターのある取引明細が記載されている帳簿。
ITEM_20151014_007024	植物モンスターサンプル
ITEM_20151014_007025	ドルイドマスターが研究のために頼んだ植物モンスターのサンプル。
ITEM_20151014_007026	浄化のロムーバ
ITEM_20151014_007027	魔気が浄化できる力が宿ったロムーバ。
ITEM_20151014_007028	信号弾
ITEM_20151014_007029	閉ざされた箱
ITEM_20151014_007030	クラジーナが星の塔から出てくる時に持ち出した物を入れた箱です。
ITEM_20151014_007031	ダークブルーハーブ
ITEM_20151014_007032	ダークブルーハーブは魔族の麻痺毒を中和する効果があると言われます。
ITEM_20151014_007033	影のエキス
ITEM_20151014_007034	スタティス交易路で魔将ホーバークに頼まれ、魔族を退治して獲得したエキスです。
ITEM_20151014_007035	壊れた霊魂の欠片
ITEM_20151014_007036	魔将ホーバークの魂が宿った霊魂の欠片です。使用すると、無力化した魔族モンスターを支配することができます。
ITEM_20151014_007037	霊魂分離のポーション
ITEM_20151014_007038	魔将ホーバークが巡礼者アガタスとの約束を守るためにくれたポーションです。名前だけでは、何に使えるか分かりません。
ITEM_20151014_007039	青い塗料
ITEM_20151014_007040	パードナーエリカスが亡者スクロールの代金として要求した塗料です。
ITEM_20151014_007041	汚れた歯
ITEM_20151014_007042	祝福の力が宿った水晶の力を弱化させることができる、魔気が宿っているものです。
ITEM_20151014_007043	亡者スクロール
ITEM_20151014_007044	パードナーエリカスの話によると、これを使うと死者の魂をしばらく呼び出すことができるそうです。墓の近くで使用すると、ガイリュス・ルグィンに会うことができます。
ITEM_20151014_007045	霊魂香
ITEM_20151014_007046	霊魂の記憶を引き出せるお香です。亡者スクロールはこのお香で作られています。
ITEM_20151014_007047	モチアの茎の山
ITEM_20151014_007048	モチアの茎を一ヵ所に集めた茎の山です。しばらくの間、墓から霊魂を呼び起こすことができます。
ITEM_20151014_007049	祝福を宿した水晶
ITEM_20151014_007050	モチア森のパードナーエリカスに返すと約束した水晶です。
ITEM_20151014_007051	ホーバークの霊魂石
ITEM_20151014_007052	魔将ホーバークの魂が宿っている霊魂の欠片です。ホーバークが信頼の証としてしばらくの間、預けたものです。
ITEM_20151014_007053	葉っぱの軟膏
ITEM_20151014_007054	薄赤色の葉っぱ
ITEM_20151014_007055	レンパール粘液
ITEM_20151014_007056	使えそうな物
ITEM_20151014_007057	司祭イルマのバラバラになったメモ
ITEM_20151014_007058	司祭イルマのメモ
ITEM_20151014_007059	半分燃えたメモ
ITEM_20151014_007060	ウルボナスの日誌
ITEM_20151014_007061	火打石
ITEM_20151014_007062	モンスター誘引剤
ITEM_20151014_007063	司祭ゲリヤのメモ
ITEM_20151014_007064	呼出用品
ITEM_20151014_007065	ウルボナスのメモ
ITEM_20151014_007066	汚染された血
ITEM_20151014_007067	追跡者たちの袋
ITEM_20151014_007068	赤い結晶
ITEM_20151014_007069	黒い木の欠片
ITEM_20151014_007070	魔族の包み
ITEM_20151014_007071	不安定な魔石
ITEM_20151014_007072	輝く真珠の粉
ITEM_20151014_007073	真珠で作られた宝珠
ITEM_20151014_007074	魔族指令書
ITEM_20151014_007075	司祭のカバン
ITEM_20151014_007077	リマスがアルナスに渡したというシャーマンドール。これを魔法陣で燃やせば、おかしな気が消えるらしい。
ITEM_20151014_007078	石化探知機の部品
ITEM_20151014_007079	沿岸要塞にある石化探知機を直す時に必要な部品。支援兵に冥福あれ…。
ITEM_20151014_007080	結界石の核
ITEM_20151014_007081	霊魂集約装置を守る結界石の中にあった核。シュトリガイラに届けてください。
ITEM_20151014_007082	石化した最期の息吹
ITEM_20151014_007083	モンスターが石化する前に最後に吐いた息。
ITEM_20151014_007084	凝縮された結界石の核
ITEM_20151014_007085	結界石の中にあった核を、オーブを作るために凝縮したもの。オーブを作る材料になるだけでなく、オーブ作りに必要なもう一つの材料、雷管を手に入れるにも必要だ。
ITEM_20151014_007086	結界石の核と雷管で作られた魔法のオーブ。これを霊魂集約装置に使うと霊魂の過負荷が起こり、霊魂集約装置が破壊される。
ITEM_20151014_007087	神秘的な光を発する結晶
ITEM_20151014_007091	輝くコケ
ITEM_20151014_007093	粘性のある液体
ITEM_20151014_007094	モンスターから簡単に手に入る粘性のある液体。
ITEM_20151014_007095	一つ目の柱の欠片
ITEM_20151014_007097	二つ目の柱の欠片
ITEM_20151014_007099	三つ目の柱の欠片
ITEM_20151014_007101	四つ目の柱の欠片
ITEM_20151014_007103	粗い石
ITEM_20151014_007105	しっかり研磨された石材
ITEM_20151014_007106	聖地修復用の石材。
ITEM_20151014_007107	炎弾の粉
ITEM_20151014_007109	皮の切れ端
ITEM_20151014_007111	ネストスの聖水
ITEM_20151014_007112	ネストス派たちが魔族を倒す時または聖地を守る時に使う聖水。
ITEM_20151014_007114	ケドラ商団のスクロール
ITEM_20151014_007115	ケドラ商団の特典を与えることができる広報スクロール。
ITEM_20151014_007116	女神の香炉
ITEM_20151014_007118	湿った紙の切れ端
ITEM_20151014_007119	モンスターたちを倒して手に入れた正体不明な切れ端。
ITEM_20151014_007121	インクが入ったガラス瓶
ITEM_20151014_007123	ケドラ商団の新人教育用の資料
ITEM_20151014_007125	罠
ITEM_20151014_007127	新鮮な体液
ITEM_20151014_007128	罠で捕獲したモンスターから採取した体液。
ITEM_20151014_007130	石灰の粉
ITEM_20151014_007131	石を積み上げる時に水に溶かして使う。
ITEM_20151014_007133	透明な皮
ITEM_20151014_007137	製革用金床
ITEM_20151014_007138	丈夫な製本用の紐の束
ITEM_20151014_007139	モンスターから獲得した材料で作った製本用の紐。
ITEM_20151014_007140	ネストスの印
ITEM_20151014_007141	ネストスであることを証明する印。
ITEM_20151014_007142	ゲダスが言っていた研究資料。膨大な量がある。
ITEM_20151014_007143	リザードマンの皮
ITEM_20151014_007144	オレンジリザードマンの皮。これで神秘的な苗木の反応を見るらしい。
ITEM_20151014_007145	雷草
ITEM_20151014_007146	爆音弾を作るのに必要な材料。使い方によってとんでもない音を出すらしい。
ITEM_20151014_007147	王国軍の警備兵がモンスターたちと戦う時のために所持する爆弾。
ITEM_20151014_007148	破壊力は無いが、もの凄く大きな音を出す爆弾。
ITEM_20151014_007149	古い不発弾
ITEM_20151014_007150	前哨区域で見つかった不発弾。とても古いようだ。
ITEM_20151014_007151	爆弾分解の道具箱
ITEM_20151014_007152	爆弾を分解できる道具が入った箱。
ITEM_20151014_007153	モンスターがルクリス部隊の印章を落とした。ヴィルヘルミナ・キャリオットに見せた方がよさそうだ。
ITEM_20151014_007154	モンスターが羊皮紙を落とした。ヴィルヘルミナ・キャリオットに見せた方がよさそうだ。
ITEM_20151014_007155	防柵用の木材
ITEM_20151014_007156	防柵を設置にちょうど良い大きさの木材。
ITEM_20151014_007157	ナズナ茸
ITEM_20151014_007158	認証票を作るための材料。美味しそうです。
ITEM_20151014_007159	大地の結晶
ITEM_20151014_007160	認証票を作るための材料。大地のオーラがモンスターに沁み込んでいます。
ITEM_20151014_007161	ラジャテッドの卵
ITEM_20151014_007162	モンスターの卵。束縛の証を作る材料です。
ITEM_20151014_007163	魔族の骨
ITEM_20151014_007164	魔族の骨。これで何するつもりだろう…？
ITEM_20151014_007165	吸収の宝珠
ITEM_20151014_007166	不気味な宝珠。魔族の生気を吸い取るそうです。
ITEM_20151014_007167	束縛の証
ITEM_20151014_007168	ルクリス時代の霊魂たちを強制的に束縛することができます。
ITEM_20151014_007169	フクロウの彫像の包み
