SKILL_20150317_000001	攻撃
SKILL_20151223_005822	{#993399}{ol}[魔法]{/}{/}周辺の悪霊たちに指定した場所周辺の敵を供物として捧げます。悪霊たちは指定した場所へ飛んで行って敵を攻撃します。
SKILL_20151223_005823	敵と敵の遠距離攻撃を防ぐ自立式の盾を設置します。攻撃対象がいない敵はパヴィスを優先攻撃対象として認識します。
SKILL_20151223_005824	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio}#%{nl}#{CaptionRatio2}#個投擲{nl}カルトロップ持続時間#{CaptionTime}#秒{nl}5秒間敵の移動速度10ダウン
SKILL_20151223_005825	ストーンショットに使われる石の弾丸を拾います。
SKILL_20151223_005826	素早く移動しながら弩で攻撃できます。攻撃速度がアップし、基本攻撃で攻撃時、追加ダメージを与えます。
SKILL_20151223_005827	持続時間#{CaptionTime}#秒{nl}攻撃速度30%アップ{nl}追加ダメージ#{CaptionRatio}#%
SKILL_20151223_005828	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio2}#%{nl}爆破数#{CaptionRatio}#個
SKILL_20151223_005829	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio2}#%{nl}設置数#{CaptionRatio}#個
SKILL_20151223_005830	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionTime}#%{nl}矢の数#{CaptionRatio}#個{nl}設置範囲#{CaptionRatio2}#{nl}ワイヤー2個消費
SKILL_20151223_005831	{#DD5500}{ol}[物理] - [打]{/}{/}{nl}コンパニオンが敵に噛みつきます。噛まれた敵は物理防御力がダウンし、攻撃する時、クリティカル率ボーナスが適用されます。
SKILL_20151223_005832	{#DD5500}{ol}[物理] - [打]{/}{/}{nl}コンパニオンが空中型モンスターに噛みつき、地面に下ろします。
SKILL_20151223_005833	{#DD5500}{ol}[物理] - [打]{/}{/}{nl}コンパニオンが対象を噛んで主人の元に連れてきます。
SKILL_20151223_005834	隠れている対象感知#{CaptionRatio}#回{nl}ハウンディングAI持続時間90秒
SKILL_20151223_005835	毒状態の仲間を解毒します。自身のスキルよりも高いランクの毒は解除できず、持続時間が減少します。
SKILL_20151223_005836	{#DD5500}{ol}[物理] - [毒]{/}{/}{nl}毒が入った壺を投げて毒だまりを作ります。毒だまりを踏んだ敵は毒に侵されます。
SKILL_20151223_005837	{#DD5500}{ol}[物理] - [毒]{/}{/}{nl}金蚕を投げて敵に寄生させます。寄生された敵を倒すと毒虫が生まれます。
SKILL_20151223_005838	防御回数#{CaptionRatio}#回{nl}移動速度#{CaptionRatio2}#ダウン
SKILL_20151223_005839	スキルクリティカル発生率#{CaptionRatio}#%アップ
SKILL_20151223_005840	ワイルドショット
SKILL_20151223_005841	{#DD5500}{ol}[ミサイル]{/}{/}{nl}両手に持った弩と拳銃を同時に乱射して敵を攻撃します。
SKILL_20151223_005842	ソニックストライク
SKILL_20151223_005843	{#DD5500}{ol}[物理] - [打]{/}{/}{nl}鷹を素早く滑降させて指定した位置にいる敵を攻撃します。
SKILL_20151223_005844	{#DD5500}{ol}[ミサイル]{/}{/}{nl}敵に向かって砲弾を発射します。空中の敵には1/2の攻撃力が適用されます。
SKILL_20151223_005845	{#DD5500}{ol}[ミサイル]{/}{/}{nl}敵に向かって砲弾を発射します。地上の敵には1/2の攻撃力が適用されます。
SKILL_20151223_005846	{#DD5500}{ol}[ミサイル]{/}{/}{nl}地面に向かって曲射砲を発射します。敵の構造物には5倍のダメージを与えます。
SKILL_20151223_005847	{#DD5500}{ol}[ミサイル]{/}{/}{nl}前方にいる多数の敵を対象に広がる砲弾を発射して攻撃します。砲弾の反動により少し後ろに下がる場合があります。
SKILL_20151223_005848	攻撃力150% + #{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio}#%
SKILL_20151223_005849	{#DD5500}{ol}[ミサイル]{/}{/}{nl}指定した地域の周辺に銃を乱射して多数の敵を攻撃します。
SKILL_20151223_005850	{#DD5500}{ol}[ミサイル]{/}{/}{nl}敵の頭を正確に照準射撃して攻撃します。この攻撃を受けた敵は一時的に知能と精神力がダウンします。
SKILL_20151223_005851	攻撃力130% + #{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio}#%{nl}知能、精神#{CaptionRatio2}#ダウン
SKILL_20151223_005852	{#DD5500}{ol}[ミサイル]{/}{/}{nl}遠く離れた敵を照準して射撃します。射撃可能限界距離が拡張し、1体の敵を対象に強力なダメージを与えることができます。
SKILL_20151223_005853	攻撃力150% + #{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio}#%{nl}
SKILL_20151223_005854	{#DD5500}{ol}[ミサイル]{/}{/}{nl}自分のすぐ前から射程距離まで直線上に長く連続で射撃します。攻撃を受けた敵は少しノックバックすることがあります。
SKILL_20151223_005855	{#DD5500}{ol}[物理] - [打]{/}{/}{nl}ライフルの台じりを利用して近接した敵を打撃します。
SKILL_20151223_005856	{#DD5500}{ol}[物理] - [突]{/}{/}{nl}ライフルの銃身に装着したバヨネットで近接した敵を刺します。攻撃を受けた敵は少しノックバックすることがあります。
SKILL_20151223_005857	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionTime}#%{nl}最大HPの5%回復{nl}追加HP回復量#{CaptionRatio}# ~ #{CaptionRatio2}#{nl}魔法陣持続時間40秒
SKILL_20151223_005858	適用回数#{CaptionRatio}#回{nl}持続時間60秒
SKILL_20151223_005859	HP回復力#{CaptionRatio}#アップ{nl}HP回復時間#{CaptionRatio2}#秒ダウン{nl}たいまつ持続時間#{CaptionTime}#秒
SKILL_20151223_005860	自分とPTメンバーのプラス効果を受けられる数をアップさせます。
SKILL_20151223_005861	最大個数#{CaptionRatio}#アップ{nl}持続時間#{CaptionTime}#秒
SKILL_20151223_005862	ゾンビたちが好むサルの骸骨を使って任意の場所へ導きます。敵には一定の時間ダメージを与えます。
SKILL_20151223_005863	力#{CaptionRatio}#アップ{nl}持続時間#{CaptionRatio2}#秒{nl}紋様持続時間15秒
SKILL_20151223_005864	カプセル最大生成数#{CaptionRatio}#
SKILL_20151223_005865	攻撃力250% + #{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio}#%
SKILL_20151223_005866	自分とPTメンバーの炎、氷、雷、毒、地属性抵抗力を一時的にアップさせ、該当属性攻撃ダメージを一定の確率で無効化し、周辺にいる敵の魔法防御力をダウンさせます。
SKILL_20151223_005867	属性抵抗力#{CaptionRatio}#アップ{nl}属性攻撃無効確率#{CaptionRatio2}#%{nl}敵の魔法防御力#{SkillFactor}#ダウン{nl}持続時間#{CaptionTime}#秒
SKILL_20151223_005868	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio}#%{nl}最大#{CaptionRatio}#体消滅
SKILL_20151223_005869	{#DD5500}{ol}[物理] - [打]{/}{/}{nl}対象を手刀で強く打ち下ろし、ダメージを与えます。
SKILL_20151223_005870	最大購入数#{CaptionRatio}#
SKILL_20151223_005871	デカトス
SKILL_20151223_005872	{#DD5500}{ol}[物理] - [打]{/}{/}{nl}神に捧げるために貯めた金銭で敵を攻撃します。ボス以外の敵は1/10の確率で即死し、1/10の確率で捧げられた金銭は地面に落ち、回収することができます。
SKILL_20151223_005873	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio2}#%{nl}シルバー#{CaptionRatio}#消費
SKILL_20151223_005874	持続時間#{CaptionRatio}#秒{nl}1レベルマスター
SKILL_20151223_005875	{#993399}{ol}[魔法] - [聖]{/}{/}{nl}一時的に秒再生能力を付与する魔法陣を設置します。この魔法陣を踏んだ自分または仲間はダメージを受けても魔法陣を踏んだ時点の体力に素早く回復します。
SKILL_20151223_005876	持続時間#{CaptionTime}#秒{nl}HP#{CaptionRatio}#回復
SKILL_20151223_005877	{#993399}{ol}[魔法] - [火炎]{/}{/}{nl}状態異常になった敵を燃やします。敵に適用されていた状態異常の数に比例し、火炎状態の持続時間が長くなります。
SKILL_20151223_005878	攻撃力#{SkillAtkAdd}#{nl}特性攻撃力#{CaptionRatio}#%{nl}基本持続時間#{CaptionRatio2}#秒
SKILL_20151223_005879	自分または仲間の血を流させ、一時的に状態異常にかからなくします。この状態では2ランク以下の状態異常を全て無効化します。
SKILL_20151223_005880	持続時間#{CaptionTime}#秒{nl}HP#{CaptionRatio}#ダウン
SKILL_20151223_005881	仲間の状態異常を治療する薫蒸消毒薬を噴射します。該当範囲内の仲間たちの3ランク以下の状態異常が全て治ります。
SKILL_20151223_005882	3ランク以下の状態異常除去{nl}最大#{CaptionRatio}#名適用
SKILL_20151223_005883	指定した範囲内の敵に適用されている全ての状態異常が周辺に拡散します。
SKILL_20151223_005884	最大#{CaptionRatio}#名適用
SKILL_20151223_005885	くちばし仮面を被ります。この仮面の全面には特殊な薬品が塗られてあり、敵の2ランク以下の状態異常を防ぎます。
SKILL_20151223_005886	持続時間#{CaptionTime}#秒{nl}1、2ランク100%免疫{nl}3ランク 80%免疫
SKILL_20151223_005887	{#993399}{ol}[魔法] - [聖]{/}{/}{nl}女神の権能で自分を攻撃した敵に7倍で復讐できる状態になります。
SKILL_20151223_005888	持続時間#{CaptionTime}#秒{nl}追加ダメージ#{CaptionRatio}#%
SKILL_20151223_005889	{#993399}{ol}[魔法] - [聖]{/}{/}
SKILL_20151223_005890	{#993399}{ol}[魔法] - [聖]{/}{/}{nl}最大体力の限界を一時的に大幅にアップさせる魔法陣を設置します。
SKILL_20151223_005891	持続時間#{CaptionTime}#秒{nl}魔法陣持続時間#{CaptionRatio2}#秒{nl}最大HP#{CaptionRatio}#%アップ
SKILL_20151223_005892	{#993399}{ol}[魔法] - [聖]{/}{/}{nl}女神の車輪を召喚し、隊列を敵に向けて滑走します。
SKILL_20151223_005893	敵の名前の文字を解体して数字に換えた後、足した数字を算出します。
SKILL_20151223_005894	敵の名前の文字を解体して最初の文字と最後の文字を足した数字を算出します。
SKILL_20151223_005895	指定した敵に数秘術で算出した数字の分だけ敵を攻撃した時、その数字の倍数で敵にダメージを与える状態になります。
SKILL_20151223_005896	最後の攻撃ダメージ#{CaptionRatio}#%
SKILL_20151223_005897	指定した敵に数秘術で算出された数字の数だけ、一時的にレベルをダウンさせます。
SKILL_20151223_005898	敵のレベル#{CaptionRatio}#追加ダウン
SKILL_20151223_005899	攻撃を受ける度に一定の確率で改宗されます。
SKILL_20151223_005900	除去予定
SKILL_20151223_005901	コンパニオンの能力値アップ
SKILL_20151223_005902	ブロックアップ、攻撃力とクリティカル発生ダウン
SKILL_20151223_005903	敵の攻撃をブロックする確率がアップします。
SKILL_20151223_005904	クールタイムがダウンします。
SKILL_20151223_005905	魔法防御力がダウンした状態です。
SKILL_20151223_005906	一定の確率で敵を氷結させます。
SKILL_20151223_005907	インヴォケーション。
SKILL_20151223_005908	精神、知能能力値がダウンした状態です。
SKILL_20151223_005909	バフ維持中、戦闘不能状態になるとペナルティが緩和されます。
SKILL_20151223_005910	力アップ状態です。
SKILL_20151223_005911	持続的にSTAがダウンする状態です。
SKILL_20151223_005912	ハイド
SKILL_20151223_005913	ハイド状態
SKILL_20151223_005914	製造時間がダウンした状態です。
SKILL_20151223_005915	サイクロン：抵抗
SKILL_20151223_005916	マイナス効果ブロック確率アップ
SKILL_20151223_005917	HP回復力の一部が魔法増幅に加わる代わりにHP回復力が0にダウン
SKILL_20151223_005918	知能がアップします。
SKILL_20151223_005919	防御力がアップします。
SKILL_20151223_005920	ダメージを受けるとHPの代わりにシールドがダウンします。
SKILL_20151223_005921	クリティカル発生アップ
SKILL_20151223_005922	クリティカル発生がアップ
SKILL_20151223_005923	物理攻撃力アップ
SKILL_20151223_005924	物理攻撃力がアップ
SKILL_20151223_005925	炎属性抵抗力アップ
SKILL_20151223_005926	炎属性抵抗力がアップ
SKILL_20151223_005927	氷属性抵抗力アップ
SKILL_20151223_005928	氷属性抵抗力がアップ
SKILL_20151223_005929	毒属性抵抗力アップ
SKILL_20151223_005930	毒属性抵抗力がアップ
SKILL_20151223_005931	地属性抵抗力アップ
SKILL_20151223_005932	地属性抵抗力がアップ
SKILL_20151223_005933	雷属性抵抗力アップ
SKILL_20151223_005934	雷属性抵抗力がアップ
SKILL_20151223_005935	魔法防御力アップ
SKILL_20151223_005936	魔法攻撃力アップ
SKILL_20151223_005937	魔法攻撃力がアップ
SKILL_20151223_005938	ポーラポーレ
SKILL_20151223_005939	100重複時、10秒間魔法防御力の6%分光、闇属性攻撃力アップ
SKILL_20151223_005940	ポーラポーレ活性化
SKILL_20151223_005941	光、闇属性攻撃力がアップ
SKILL_20151223_005942	魔法防御力がアップ、物理防御力はダウン
SKILL_20151223_005943	スペルブレーカー
SKILL_20151223_005944	シールドが全て消耗するまでHPがダウンしない
SKILL_20151223_005945	シャークカッター
SKILL_20151223_005946	出血を5回起こす度に基本攻撃が5連打で適用
SKILL_20151223_005947	シャークカッター：5連打
SKILL_20151223_005948	基本攻撃が5連打で適用
SKILL_20151223_005949	スタミナダウン
SKILL_20151223_005950	不自由な足
SKILL_20151223_005951	トークン特典：移動速度アップ
SKILL_20151223_005952	移動速度がアップ
SKILL_20151223_005953	トークン
SKILL_20151223_005954	 - 特性スキル2個同時修練可能{nl} - マーケット販売手数料率ダウン(30%{img white_right_arrow 16 16}10%){nl} - マーケット販売登録アイテム数5個{nl} - キャラクター移動速度+3{nl} - トークンユーザー間1:1個人取引可能{nl} - 購入商店オープン、利用可能
SKILL_20151223_005955	NEXON公認ネットカフェ
SKILL_20151223_005956	モンスター死亡時、獲得経験値30%アップ{nl}マーケット手数料率20%ダウン{nl}販売登録アイテム数アップ{nl}特性同時修練可能スキル最大3個{nl}移動速度3アップ{nl}スタミナ回復量2倍アップ
SKILL_20151223_005957	経験の書
SKILL_20151223_005958	モンスター死亡時、獲得経験値30%アップ{nl}スタミナ回復量2倍アップ
SKILL_20151223_005959	[拳銃]系の武器を着用できます。またCボタンで拳銃攻撃を行うことができます。
SKILL_20151223_005960	コンパニオンのスタミナが消耗する周期時間が特性レベル1につき10秒増加します。
SKILL_20151223_005961	コンパニオンのHPが50%以下の時、2秒間[応急治療]効果を受けてHPを持続的に回復します。2レベルから持続時間が特性レベル1につき1秒ずつ増加します。[応急治療]以後、10分間[応急治療不可]状態になります。
SKILL_20151223_005962	バッシュ：特化
SKILL_20151223_005963	[バッシュ]のスキル攻撃力が特性レベル1につき28アップします。
SKILL_20151223_005964	[スワッシュバックリング]が活性化している間、キャラクターの最大HPが特性レベル1につき5%アップします。
SKILL_20151223_005965	[ガード]が活性化している間、キャラクターの物理防御力が特性レベル1につき10%アップします。
SKILL_20151223_005966	[ガーディアン]が活性化している間はキャラクターの回避が特性レベル1につき6%アップします。
SKILL_20151223_005967	[アグレッサー]が活性化している間、キャラクターのクリティカル攻撃力が物理攻撃力に比例して追加されます。追加数値は特性レベル1につき5%アップします。
SKILL_20151223_005968	シールドシャビング：強化
SKILL_20151223_005969	[シールドシャビング]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_005970	シールドバッシュ：強化
SKILL_20151223_005971	[シールドバッシュ]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_005972	回避移動：追加ダメージ
SKILL_20151223_005973	[回避移動]の攻撃を受けた敵は10秒間打属性の攻撃に弱くなり、特性レベル1につき20%の追加ダメージを受けます。
SKILL_20151223_005974	タージスマッシュ：ノックバック除去
SKILL_20151223_005975	[タージスマッシュ]で敵を押さなくなります。(この特性がONの場合は無条件で押されません。)
SKILL_20151223_005976	[両手槍]で敵を攻撃した時、該当攻撃のブロック貫通率が特性レベル1につき10%アップします。
SKILL_20151223_005977	ピストルショット：強化
SKILL_20151223_005978	[ピストルショット]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_005979	[ダブルペイアーン]が活性化している間、キャラクターが受けるダメージが3倍から2倍にダウンします。
SKILL_20151223_005980	ツォルンハウ：強化
SKILL_20151223_005981	[ツォルンハウ]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_005982	レーデル：強化
SKILL_20151223_005983	[レーデル]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_005984	ツーケン：強化
SKILL_20151223_005985	[ツーケン]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_005986	サイクロン：抵抗
SKILL_20151223_005987	[サイクロン]使用中にマイナス効果をブロックする確率が特性レベル1につき15%アップします。
SKILL_20151223_005988	[分身の術]が活性化している間、STAが消耗する周期時間が特性レベル1につき0.05秒増加します。
SKILL_20151223_005989	[分身の術]が活性化して2体以上の分身がいる場合、受けるダメージが特性レベル1につき4%ダウンします。
SKILL_20151223_005990	サーペンティン：強化
SKILL_20151223_005991	[サーペンティン]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_005992	サーペンティン：出血
SKILL_20151223_005993	[サーペンティン]攻撃を受けた敵が特性レベル1につき2%確率で8秒間[出血]状態になります。出血ダメージはキャラクターの物理攻撃力に比例します。
SKILL_20151223_005994	両手槍マスタリ：大型ハンター
SKILL_20151223_005995	大柄な敵に[両手槍]で与えるダメージがアップします。大型の敵には特性レベル1につき4%アップし、ボスモンスターには特性レベル1につき2%アップします。
SKILL_20151223_005996	[エナジーボルト]のダメージがウィザード2サークルに強化されます。
SKILL_20151223_005997	[エナジーボルト]のダメージがウィザード3サークルに強化されます。
SKILL_20151223_005998	[アースクエイク]のダメージがウィザード3サークルに強化されます。
SKILL_20151223_005999	[スリープ]にかかった敵に[エナジーボルト]で攻撃時、特性レベル1につき魔法攻撃力の40%分追加ダメージを与えます。
SKILL_20151223_006000	[レサジー]にかかった敵に打ち属性の攻撃時、 特性レベル1につき20%の追加ダメージを与えます。
SKILL_20151223_006001	[クイックキャスト]が活性化している間、魔法ダメージが特性レベル1につき10%アップします。
SKILL_20151223_006002	[エンチャントファイア]使用時、周辺に敵がいる場合、敵の炎属性抵抗が5秒間特性レベル1につき10ダウンします。
SKILL_20151223_006003	[サブゼロシールド]に適用される氷結の持続時間が特性レベル1につき0.5秒ずつ増加します。
SKILL_20151223_006004	[グラビティポール]で引っ張られる敵の物理防御力が特性レベル1につき10%ダウンします。
SKILL_20151223_006005	[ハングマンズノット：スプラッシュ]で集められた敵の広域防御比率が特性レベル1につき1ダウンします。
SKILL_20151223_006006	[スウェルボディ]にかかった敵は移動速度が特性レベル1につき15%ダウンし、物理、魔法攻撃力が特性レベル1につき20%アップします。
SKILL_20151223_006007	[シュリンクボディ]にかかった敵は移動速度が特性レベル1につき10%アップし、物理、魔法攻撃力が特性レベル1につき25%ダウンします。
SKILL_20151223_006008	[スウェルレフトアーム]が活性化している時、[シュリンクボディ]状態の敵を攻撃すると特性レベル1につき35の追加ダメージを与えます。
SKILL_20151223_006009	[スウェルレフトアーム]が活性化している間、[スウェルボディ]状態の敵を攻撃すると[攻撃力弱化]状態が持続します。持続時間は特性レベル1につき8秒増加し、[攻撃力弱化]は最大10まで重複します。
SKILL_20151223_006010	エヴォケーション：強化
SKILL_20151223_006011	[エヴォケーション]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_006012	デスモドス：強化
SKILL_20151223_006013	[デスモドス]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_006014	[スロー]にかかった敵のクリティカル抵抗がキャラクター(詠唱者)知能の15%ダウンします。
SKILL_20151223_006015	ソニックストライク：強化
SKILL_20151223_006016	[ソニックストライク]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_006017	銃器類装備で敵を攻撃時、該当攻撃の命中率が特性レベル1につき5%アップします。
SKILL_20151223_006018	ワイルドショット：強化
SKILL_20151223_006019	[ワイルドショット]のダメージが特性レベル1につき1%アップします。
SKILL_20151223_006020	キャノンマスタリ：貫通
SKILL_20151223_006021	キャノニアスキルで敵を攻撃時、該当攻撃のブロック貫通率が特性レベル1につき6%アップします。
SKILL_20151223_006022	[シュートダウン]攻撃を受けた空中型モンスターは特性レベル1につき1.8秒間地面に落ちます。
SKILL_20151223_006023	[シーズバースト]使用時、射程距離が特性レベル1につき25アップします。
SKILL_20151223_006024	小型モンスターを[ライフル]で攻撃した時、特性レベル1につき0.25%確率で即死させます。(小型モンスターのレベルがキャラクターより高いと発動しない場合があります。)
SKILL_20151223_006025	[オークラス]が活性化している間、キャラクターの炎属性抵抗力が特性レベル1につき14アップします。
SKILL_20151223_006026	[ザルチャイ]が活性化している間、キャラクターの魔法増幅が特性レベル1につき12アップします。
SKILL_20151223_006027	[モンストランス]が活性化している仲間たちは回避が特性レベル1につき2%アップします。
SKILL_20151223_006028	[ブワカイマン]で使われるゾンビたちの物理防御力が特性レベル1につき8アップします。
SKILL_20151223_006029	[アウトオブボディ]が活性化している間、本体の回避が特性レベル1につき10%アップします。
SKILL_20151223_006030	[バリア]に当たった敵に特性レベル1につきキャラクター 魔法攻撃力の20%神聖ダメージを与えます。
SKILL_20151223_006031	[リストレーション]が活性化している間、キャラクターのSP回復力がアップします。SP回復力は特性レベル1につき10アップします。
SKILL_20151223_006032	[ヒーリングファクター]魔法陣を踏んだ敵にダメージを与えます。ダメージ量はキャラクターの現在HP量に比例します。
SKILL_20151223_006033	[消毒]の範囲は10秒間浄化地域になります。ここにいる仲間は毒属性抵抗力が特性レベル1につき10%アップします。
SKILL_20151223_006034	[ナハシュ]が適用される範囲内にいる味方は状態異常をブロックする確率が特性レベル1につき1%アップします。
SKILL_20151223_006035	[呪い]状態の敵を[メルカバ]で攻撃すると3秒間[石化]状態になります。
SKILL_20151223_006036	[デトネイトトラップ]で爆発させられる魔法陣の数が1レベルにつき1個アップします。
SKILL_20151223_006037	アルケミスト1サークル必要
SKILL_20151223_006038	アーチャー1サークル必要
SKILL_20151223_006039	バーバリアン1サークル必要
SKILL_20151223_006040	ボコル1サークル必要
SKILL_20151223_006041	キャノニア1サークル必要
SKILL_20151223_006042	カタフラクト1サークル必要
SKILL_20151223_006043	センチュリオン1サークル必要
SKILL_20151223_006044	クロノマンサー1サークル必要
SKILL_20151223_006045	クロノマンサー3サークル必要
SKILL_20151223_006046	クレリック1サークル必要
SKILL_20151223_006047	コルセア1サークル必要
SKILL_20151223_006048	コルセア3サークル必要
SKILL_20151223_006049	ティルトルビー1サークル必要
SKILL_20151223_006050	ドッペルゾルドナー1サークル必要
SKILL_20151223_006051	サイクロン3レベル必要
SKILL_20151223_006052	ドッペルゾルドナー2サークル必要
SKILL_20151223_006053	ドラグーン1サークル必要
SKILL_20151223_006054	ゲイボルグ5レベル必要
SKILL_20151223_006055	ドルイド1サークル必要
SKILL_20151223_006056	エレメンタリスト1サークル必要
SKILL_20151223_006057	ファルコナー1サークル必要
SKILL_20151223_006058	ファルコナー2サークル必要
SKILL_20151223_006059	ブラッドバス1レベル,吸血1レベル必要
SKILL_20151223_006060	フェザーフット1サークル必要
SKILL_20151223_006061	ブラッドサッキング3レベル必要
SKILL_20151223_006062	フェンサー1サークル必要
SKILL_20151223_006063	フェンサー2サークル必要
SKILL_20151223_006064	フレッチャー1サークル必要
SKILL_20151223_006065	ハイランダー1サークル必要
SKILL_20151223_006066	ホプライト1サークル必要
SKILL_20151223_006067	ハンター1サークル必要
SKILL_20151223_006068	カバリスト1サークル必要
SKILL_20151223_006069	クリヴィス1サークル必要
SKILL_20151223_006070	リンカー1サークル必要
SKILL_20151223_006071	モンク1サークル必要
SKILL_20151223_006072	マスケティア1サークル必要
SKILL_20151223_006073	ネクロマンサー1サークル必要
SKILL_20151223_006074	オラクル1サークル必要
SKILL_20151223_006075	オラクル2サークル必要
SKILL_20151223_006076	パラディン1サークル必要
SKILL_20151223_006077	パードナー1サークル必要
SKILL_20151223_006078	ペルタスト1サークル必要
SKILL_20151223_006079	プレイグドクター1サークル必要
SKILL_20151223_006080	プリースト1サークル必要
SKILL_20151223_006081	サイコキノ1サークル必要
SKILL_20151223_006082	クォレルシューター1サークル必要
SKILL_20151223_006083	レンジャー1サークル必要
SKILL_20151223_006084	ロデレロ1サークル必要
SKILL_20151223_006085	ローグ1サークル必要
SKILL_20151223_006086	サドゥー1サークル必要
SKILL_20151223_006087	サッパー1サークル必要
SKILL_20151223_006088	シュヴァルツライター1サークル必要
SKILL_20151223_006089	シュヴァルツライター2サークル必要
SKILL_20151223_006090	スカウト1サークル必要
SKILL_20151223_006091	シノビ1サークル必要
SKILL_20151223_006092	忍法分身の術2レベル必要
SKILL_20151223_006093	ソーサラー1サークル必要
SKILL_20151223_006094	ソーサラー3サークル必要
SKILL_20151223_006095	スクワイア1サークル必要
SKILL_20151223_006096	ソーマタージュ1サークル必要
SKILL_20151223_006097	ウォーロック1サークル必要
SKILL_20151223_006098	インヴォケーション5レベル必要
SKILL_20151223_006099	ソードマン1サークル必要
SKILL_20151223_006100	ウィザード1サークル必要
SKILL_20151223_006101	ポイズンシューター1サークル必要
SKILL_20160128_006102	{#DD5500}{ol}[打]{/}{/}{nl}小型、中型モンスターを槍で貫通させて持ち歩きます。 そのモンスターを使って敵を攻撃することができます。
SKILL_20160128_006103	攻撃力 #{SkillAtkAdd}#{nl}特性攻撃力 #{CaptionRatio}#%{nl}HP #{CaptionRatio2}# 消耗{nl}忍法用爆薬5個消耗
SKILL_20160128_006104	自分の分身を作ります。分身は本体と一緒に行動し、一部のスキルは分身も一緒に使うことができます。自分と分身が受けるダメージが増え、分身の最大体力は詠唱者の敏捷の値で決まります。
SKILL_20160128_006105	持続時間#{CaptionRatio}#秒{nl}分身 #{CaptionRatio2}#体召喚{nl}ダメージ#{CaptionTime}#倍増加
SKILL_20160128_006106	攻撃力 #{SkillAtkAdd}#{nl}特性攻撃力 #{CaptionRatio}#%{nl}忍法用爆薬 2個消耗
SKILL_20160128_006107	指定されたギルドメンバーを自分の前に召喚します。そのギルドメンバーの同意が必要です。
SKILL_20160128_006108	ギルドタワーの追加機能を使用できるようにしてくれます。ギルドタワーは
SKILL_20160128_006109	 アイテムを使用して設置できます。{nl}1レベル: ワープ利用可能{nl}2レベル: 倉庫使用可能{nl}3レベル: ギルド成長可能{nl}4レベル: ギルドイベント利用可能{nl}5レベル: ギルドアジト利用可能
SKILL_20160128_006110	掘る地面によって異なる材料を#{CaptionRatio}#個獲得
SKILL_20160128_006111	{#993399}{ol}[魔法]{/}{/}{nl}野獣型、悪魔型、昆虫型の敵の体力を吸収し、攻撃と同時に自分の体力を回復します。
SKILL_20160128_006112	破壊のルーン
SKILL_20160128_006113	{#993399}{ol}[魔法]{/}{/}指定した位置にいる多数の敵に強力なダメージを与えます。攻撃された敵は周辺の他の敵にダメージを与える魔法をお互いに反射し合います。
SKILL_20160128_006114	氷のルーン
SKILL_20160128_006115	{#993399}{ol}[魔法]{/}{/}自分とPTメンバーが使う氷系魔法を一時的に強化してくれます。
SKILL_20160128_006116	持続時間#{CaptionTime}#秒{nl}氷属性スキル攻撃力300%アップ
SKILL_20160128_006117	巨人のルーン
SKILL_20160128_006118	{#993399}{ol}[魔法]{/}{/}自分または仲間を一時的に巨人化する魔法陣を生成します。巨人化したプレイヤーは大型と判定され、攻撃力と防御力がアップします。
SKILL_20160128_006119	持続時間#{CaptionTime}#秒{nl}攻撃力 #{CaptionRatio}#アップ{nl}防御力#{CaptionRatio2}#アップ
SKILL_20160128_006120	正義のルーン
SKILL_20160128_006121	{#993399}{ol}[魔法]{/}{/}正面に向けて一列に長く聖属性の攻撃を行います。
SKILL_20160128_006122	保護のルーン
SKILL_20160128_006123	{#993399}{ol}[魔法]{/}{/}自分とPTメンバーの状態異常に対する効果抵抗率を一時的にアップさせます。
SKILL_20160128_006124	攻撃中の移動速度と回避が一時的にアップします。
SKILL_20160128_006125	ムービングショット移動速度 #{SkillFactor}#%アップ{nl}物理防御力 #{CaptionRatio}#ダウン{nl}回避 #{CaptionRatio2}#%アップ{nl}#{CaptionTime}#秒持続
